id_persona,temperature,situacao,lifestyle,stai_total,stai_1,stai_2,stai_3,stai_4,stai_5,stai_6,stai_7,stai_8,stai_9,stai_10,stai_11,stai_12,stai_13,stai_14,stai_15,stai_16,stai_17,stai_18,stai_19,stai_20
P001344,0.75,padrao_1,moderado,51,3,3,2,3,4,3,2,3,4,2,3,3,2,4,3,3,2,4,2,3
P007755,0.75,padrao_1,moderado,47,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,3,2
P010777,0.75,padrao_1,sedentário,52,3,4,3,2,3,4,3,2,4,3,2,3,4,2,3,4,3,2,3,4
P007165,0.75,padrao_1,moderado,55,3,4,2,3,2,4,3,2,4,3,2,3,4,3,2,4,3,2,3,4
P009870,0.75,padrao_1,moderado,53,3,3,2,3,2,3,2,2,3,2,3,4,2,3,4,2,3,3,2,3
P004485,0.75,padrao_1,moderado,55,3,3,2,4,2,3,3,2,3,2,4,3,2,3,2,3,4,3,2,3
P002414,0.75,padrao_1,moderado,49,3,2,3,2,4,2,3,2,3,4,2,3,2,3,2,3,4,2,3,2
P006830,0.75,padrao_1,moderado,49,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3
P004442,0.75,padrao_1,moderado,46,3,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2
P000210,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009615,0.75,padrao_1,ativo,47,3,3,2,4,3,2,2,3,3,2,4,3,2,3,4,3,2,3,2,3
P008147,0.75,padrao_1,moderado,52,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3
P007656,0.75,padrao_1,moderado,50,3,2,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P003702,0.75,padrao_1,moderado,49,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2
P006431,0.75,padrao_1,moderado,50,3,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2
P004696,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008435,0.75,padrao_1,moderado,52,3,2,3,3,2,3,4,3,2,3,2,3,3,2,4,3,2,3,2,3
P000610,0.75,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P008477,0.75,padrao_1,sedentário,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P009765,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2
P006255,0.75,padrao_1,moderado,49,3,2,3,3,2,2,4,2,3,3,2,2,3,1,3,4,2,3,3,2
P007300,0.75,padrao_1,sedentário,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P003502,0.75,padrao_1,moderado,47,3,3,2,3,3,2,2,3,2,3,3,2,3,2,3,2,3,3,2,3
P010343,0.75,padrao_1,moderado,50,3,3,2,4,2,3,4,3,2,3,2,4,3,2,3,4,2,3,4,3
P005056,0.75,padrao_1,moderado,49,3,3,3,2,2,3,2,4,3,3,2,3,2,3,2,3,3,2,3,3
P004467,0.75,padrao_1,moderado,46,3,4,3,2,4,3,2,3,4,2,3,4,2,3,4,3,2,3,4,3
P008766,0.75,padrao_1,moderado,49,3,3,2,4,3,3,2,3,2,4,3,3,2,4,3,3,2,4,2,3
P004309,0.75,padrao_1,moderado,51,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P007958,0.75,padrao_1,sedentário,50,3,3,2,3,2,4,3,2,3,2,4,3,2,3,2,4,3,2,3,2
P010682,0.75,padrao_1,moderado,50,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P009534,0.75,padrao_1,ativo,46,3,3,2,4,2,3,3,2,2,3,4,2,3,2,3,4,3,2,4,3
P010535,0.75,padrao_1,moderado,49,3,3,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,3,2,3
P009046,0.75,padrao_1,moderado,44,3,4,2,3,3,2,4,3,2,3,4,2,3,2,3,4,3,2,3,4
P003592,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,3,2
P003859,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002276,0.75,padrao_1,ativo,49,3,3,2,4,3,2,3,2,2,3,3,2,3,4,2,3,2,3,4,3
P002064,0.75,padrao_1,ativo,49,3,3,2,3,2,3,2,4,3,2,3,3,2,4,2,3,2,3,3,2
P004012,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P000988,0.75,padrao_1,ativo,52,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P001391,0.75,padrao_1,sedentário,52,3,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3
P003471,0.75,padrao_1,moderado,52,3,3,2,4,3,3,2,3,4,3,2,3,4,2,3,3,2,4,3,3
P005982,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2
P003960,0.75,padrao_1,moderado,46,3,3,2,3,4,3,2,3,2,3,3,2,4,3,2,3,2,3,4,3
P006554,0.75,padrao_1,moderado,49,2,3,3,2,3,2,3,2,3,2,4,3,2,3,3,2,3,2,3,2
P009043,0.75,padrao_1,moderado,52,3,3,4,2,3,3,4,2,3,2,3,4,2,3,2,4,3,3,4,2
P001109,0.75,padrao_1,sedentário,54,3,3,2,3,2,4,3,2,4,3,2,3,4,2,3,3,2,4,3,2
P002495,0.75,padrao_1,moderado,45,3,4,3,2,3,3,2,4,3,2,4,3,2,3,4,3,2,3,2,3
P004990,0.75,padrao_1,ativo,45,3,4,3,2,3,3,2,4,3,2,4,3,3,2,3,4,3,2,3,4
P003032,0.75,padrao_1,ativo,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P005860,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,2,3,2,3,2,3,1,2,3,2,3,2,3
P004665,0.75,padrao_1,moderado,49,3,2,2,3,1,2,2,3,2,3,2,3,2,1,3,2,3,2,1,2
P006939,0.75,padrao_1,ativo,53,3,4,3,2,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2,3
P002990,0.75,padrao_1,moderado,56,3,3,4,2,3,4,2,3,4,2,3,3,2,4,3,2,3,4,2,3
P001193,0.75,padrao_1,moderado,53,3,3,4,3,4,3,2,3,4,2,3,4,2,3,3,4,3,4,3,4
P008404,0.75,padrao_1,moderado,51,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3
P010762,0.75,padrao_1,sedentário,47,3,2,3,4,3,3,2,3,2,3,4,2,3,2,3,4,2,3,2,3
P005912,0.75,padrao_1,sedentário,52,3,4,3,2,3,4,3,2,3,4,3,2,4,3,2,3,4,2,3,4
P000117,0.75,padrao_1,moderado,50,3,3,2,4,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,2
P004480,0.75,padrao_1,moderado,49,3,3,2,2,4,3,3,2,3,2,4,3,2,3,2,3,2,3,2,3
P004295,0.75,padrao_1,moderado,49,3,3,2,2,2,3,3,2,3,4,2,3,3,2,2,3,3,2,3,2
P008398,0.75,padrao_1,moderado,43,3,4,2,3,2,3,4,3,2,3,4,2,3,2,3,4,2,3,4,2
P006129,0.75,padrao_1,sedentário,46,3,3,2,3,3,2,4,3,2,3,4,3,2,3,4,3,3,2,3,4
P008164,0.75,padrao_1,moderado,50,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008897,0.75,padrao_1,ativo,50,3,2,3,4,2,3,2,3,2,3,4,2,3,2,3,1,4,2,3,2
P003995,0.75,padrao_1,moderado,55,3,3,2,4,3,2,3,2,4,3,2,3,3,2,3,2,4,3,2,3
P008478,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P005440,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,3,2
P008587,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,3,2,3,3
P004479,0.75,padrao_1,sedentário,51,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2
P009146,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P008157,0.75,padrao_1,sedentário,48,3,3,2,3,4,2,3,2,3,4,2,3,2,3,4,3,2,3,2,4
P007431,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P009110,0.75,padrao_1,moderado,51,3,3,2,3,2,3,3,2,2,3,2,3,3,2,3,2,3,2,3,3
P008406,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,3,4,2,3,2,3,1,3,2,3,4,2
P001568,0.75,padrao_1,ativo,49,3,3,2,3,2,3,2,3,2,2,3,3,2,4,2,3,2,3,3,2
P000854,0.75,padrao_1,sedentário,50,3,4,3,2,3,4,3,2,3,2,4,3,2,3,4,3,2,4,2,3
P002149,0.75,padrao_1,moderado,52,3,3,2,2,3,3,2,2,3,2,3,2,3,3,2,2,3,3,2,3
P000901,0.75,padrao_1,moderado,51,3,3,2,3,2,3,2,3,2,3,2,3,3,2,1,3,2,3,2,3
P003959,0.75,padrao_1,ativo,50,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
P010416,0.75,padrao_1,moderado,52,2,3,2,3,2,3,2,3,2,2,3,2,4,3,2,3,2,3,2,3
P000043,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004381,0.75,padrao_1,moderado,46,3,4,3,2,4,3,3,2,3,2,4,3,3,2,4,3,2,4,3,2
P005730,0.75,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3
P006114,0.75,padrao_1,sedentário,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001735,0.75,padrao_1,moderado,52,3,3,2,3,2,4,3,2,3,2,4,3,2,3,2,3,2,4,3,2
P000298,0.75,padrao_1,moderado,44,3,3,2,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P001463,0.75,padrao_1,moderado,44,3,2,3,2,4,3,2,3,2,3,4,2,3,2,3,4,2,3,2,3
P003439,0.75,padrao_1,ativo,54,3,3,2,4,3,2,4,3,3,2,4,3,2,4,3,2,4,3,2,3
P005413,0.75,padrao_1,sedentário,47,3,3,2,4,3,3,2,3,2,4,2,3,3,2,4,3,2,3,2,3
P001103,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004041,0.75,padrao_1,moderado,49,3,3,2,4,3,2,3,3,2,4,3,2,3,4,2,3,3,2,3,4
P010225,0.75,padrao_1,ativo,49,3,2,3,2,3,2,3,2,3,2,4,3,2,3,3,2,3,2,3,2
P004871,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P001071,0.75,padrao_1,moderado,51,2,3,3,2,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,3
P002630,0.75,padrao_1,moderado,57,3,3,2,4,2,3,2,1,3,2,4,3,2,3,1,2,3,4,2,3
P001138,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2
P004979,0.75,padrao_1,sedentário,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P008394,0.75,padrao_1,sedentário,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P006346,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P006774,0.75,padrao_1,moderado,48,3,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P009058,0.75,padrao_1,moderado,51,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001435,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3
P006214,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002776,0.75,padrao_1,moderado,49,3,3,4,2,3,3,4,2,3,2,4,3,2,3,4,3,2,3,4,3
P010194,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P010507,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P009945,0.75,padrao_1,moderado,53,3,2,3,3,2,3,2,3,2,3,2,4,2,3,2,3,2,3,2,3
P005708,0.75,padrao_1,moderado,52,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,3
P000894,0.75,padrao_1,ativo,55,3,3,2,3,2,3,4,2,3,2,3,4,2,3,2,3,2,4,3,3
P004125,0.75,padrao_1,moderado,54,3,2,3,2,3,2,4,2,3,2,3,2,3,4,2,3,2,3,2,3
P006080,0.75,padrao_1,moderado,55,3,3,2,3,2,4,3,2,3,2,4,3,2,3,2,3,4,3,2,3
P009902,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P009149,0.75,padrao_1,moderado,53,3,4,3,2,4,3,4,2,3,2,4,3,2,4,3,2,3,4,3,4
P005391,0.75,padrao_1,ativo,53,3,3,4,3,2,3,4,2,3,2,3,4,2,3,3,4,2,3,4,3
P007842,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P000319,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008468,0.75,padrao_1,sedentário,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004879,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P000265,0.75,padrao_1,sedentário,49,3,3,2,4,3,3,2,4,3,2,3,4,2,3,3,4,3,2,3,4
P006185,0.75,padrao_1,moderado,53,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P004769,0.75,padrao_1,moderado,60,3,2,4,3,2,3,4,2,3,2,3,4,2,3,1,2,3,4,3,2
P006726,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P007324,0.75,padrao_1,moderado,46,3,3,2,4,3,3,2,4,2,4,3,3,2,4,3,2,3,2,4,3
P008251,0.75,padrao_1,moderado,46,3,3,2,4,3,2,3,4,2,3,3,2,4,3,2,4,3,2,4,3
P000770,0.75,padrao_1,moderado,46,3,3,2,3,4,3,2,3,2,3,3,2,4,3,2,3,3,2,4,3
P001657,0.75,padrao_1,moderado,50,3,2,3,2,3,2,3,1,2,2,3,2,3,2,3,1,3,2,3,2
P006357,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008069,0.75,padrao_1,ativo,48,3,4,3,2,3,4,2,3,2,3,4,2,3,4,3,2,4,3,4,3
P005318,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P010384,0.75,padrao_1,sedentário,46,3,4,2,3,4,3,2,3,4,2,3,4,3,2,3,4,2,3,4,3
P007046,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3
P003777,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,4,2,3,2,3,2,3,3,2,2
P008593,0.75,padrao_1,ativo,49,3,4,3,4,3,2,4,3,2,3,3,2,4,3,2,4,3,3,4,3
P010778,0.75,padrao_1,moderado,45,3,3,2,2,4,3,2,3,3,2,4,3,2,3,2,3,2,3,4,3
P000561,0.75,padrao_1,ativo,47,3,3,2,2,3,2,4,3,2,3,2,3,2,3,4,2,3,2,3,3
P009024,0.75,padrao_1,sedentário,52,3,3,2,3,3,2,4,2,3,3,2,3,4,3,2,3,3,2,4,3
P002689,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,4,3,2,3,2,3,2,3,3,2,4,3,2
P000291,0.75,padrao_1,moderado,50,3,3,2,3,2,4,3,2,3,2,4,3,2,3,2,4,3,2,3,2
P003196,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P001175,0.75,padrao_1,moderado,48,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2
P002976,0.75,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P010166,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P007602,0.75,padrao_1,moderado,50,2,3,3,2,4,3,2,3,2,3,2,3,4,3,2,3,2,4,3,2
P002436,0.75,padrao_1,sedentário,51,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3
P002051,0.75,padrao_1,sedentário,51,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3
P005173,0.75,padrao_1,sedentário,50,3,2,3,2,3,2,3,2,4,3,2,3,1,2,3,2,3,1,2,3
P004271,0.75,padrao_1,moderado,47,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P001054,0.75,padrao_1,moderado,51,3,3,2,4,3,3,2,2,3,4,3,2,3,4,3,2,3,4,3,2
P003727,0.75,padrao_1,sedentário,56,3,2,3,3,2,2,4,3,3,2,2,3,2,3,3,2,3,4,3,3
P004695,0.75,padrao_1,moderado,47,3,3,2,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P008223,0.75,padrao_1,ativo,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P009452,0.75,padrao_1,moderado,51,3,3,2,2,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,3
P000580,0.75,padrao_1,moderado,47,2,3,2,2,3,2,3,1,3,2,3,2,1,3,2,3,2,2,3,2
P010783,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P002563,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,4,3,2,3,2,3,2,2,3,4,2,3,3
P010011,0.75,padrao_1,moderado,49,3,4,3,2,3,3,2,4,3,2,3,4,3,2,3,2,3,4,3,2
P009940,0.75,padrao_1,ativo,56,3,2,3,4,2,3,2,3,4,3,2,3,2,4,3,2,3,2,3,4
P004115,0.75,padrao_1,moderado,45,3,3,2,3,2,3,2,4,2,3,2,3,3,2,3,4,2,3,3,2
P003647,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3
P007728,0.75,padrao_1,sedentário,48,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2
P009036,0.75,padrao_1,moderado,56,3,2,4,3,2,3,3,2,4,3,2,3,4,2,3,3,2,4,3,2
P007377,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002196,0.75,padrao_1,moderado,46,3,3,2,4,3,3,2,3,2,3,4,3,2,3,2,4,3,2,3,3
P001948,0.75,padrao_1,sedentário,50,3,3,4,3,2,3,4,3,2,3,4,3,2,3,3,4,3,2,3,4
P002720,0.75,padrao_1,moderado,48,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2
P003519,0.75,padrao_1,moderado,51,3,2,3,2,4,2,3,2,4,3,2,3,2,3,2,3,2,4,3,2
P006843,0.75,padrao_1,sedentário,49,3,4,3,2,3,4,2,3,3,3,4,2,3,3,4,2,3,4,2,3
P008979,0.75,padrao_1,ativo,55,2,3,2,3,2,4,3,2,2,3,3,2,4,3,2,2,3,2,3,4
P008697,0.75,padrao_1,ativo,47,3,3,2,3,4,3,2,3,2,3,2,4,3,2,3,3,2,4,3,2
P010462,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P000080,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P003890,0.75,padrao_1,moderado,53,3,3,2,4,3,2,3,2,3,4,3,2,3,4,2,3,4,3,2,3
P002773,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
P002283,0.75,padrao_1,moderado,50,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P003530,0.75,padrao_1,moderado,54,3,3,2,4,3,2,3,2,4,3,2,3,4,2,3,2,3,4,3,2
P002906,0.75,padrao_1,moderado,47,3,3,2,4,3,2,3,2,3,2,4,3,3,2,4,3,2,3,4,3
P007659,0.75,padrao_1,moderado,49,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2
P010774,0.75,padrao_1,moderado,50,3,3,2,3,2,3,3,2,2,3,2,3,3,2,3,4,2,3,2,3
P003245,0.75,padrao_1,ativo,43,3,3,2,2,3,2,3,3,2,2,3,2,3,2,3,3,2,2,3,2
P003894,0.75,padrao_1,moderado,47,3,3,2,4,3,2,3,2,3,3,4,2,3,2,3,3,4,2,3,2
P001206,0.75,padrao_1,ativo,52,3,3,3,4,3,2,4,3,2,3,4,3,2,3,2,3,4,3,2,3
P004688,0.75,padrao_1,moderado,52,3,3,2,3,2,3,2,3,2,3,2,4,3,3,2,3,2,3,2,3
P010003,0.75,padrao_1,ativo,44,3,3,2,4,2,3,2,4,3,2,3,1,2,3,4,2,3,1,4,2
P007707,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004854,0.75,padrao_1,ativo,47,3,4,3,2,4,2,3,4,2,3,4,3,2,4,3,2,3,4,2,3
P010140,0.75,padrao_1,moderado,46,3,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P010537,0.75,padrao_1,ativo,51,3,3,2,3,4,2,3,2,4,2,3,2,4,3,4,2,3,4,3,2
P009933,0.75,padrao_1,moderado,49,3,3,2,2,3,3,2,2,3,2,3,2,4,3,2,3,2,3,3,2
P004153,0.75,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P000778,0.75,padrao_1,moderado,51,3,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P005396,0.75,padrao_1,moderado,49,3,2,3,2,3,2,2,3,2,3,2,3,3,2,2,3,2,3,2,3
P004801,0.75,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2
P009925,0.75,padrao_1,moderado,54,3,3,2,3,3,2,3,2,4,3,2,3,2,3,3,2,3,4,2,3
P002195,0.75,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3
P007038,0.75,padrao_1,moderado,52,3,3,2,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3
P007492,0.75,padrao_1,ativo,50,3,3,2,2,3,3,2,3,2,3,2,3,2,4,3,2,3,3,2,3
P000487,0.75,padrao_1,moderado,51,3,2,3,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004890,0.75,padrao_1,moderado,54,3,3,2,3,2,2,3,2,3,2,3,2,3,3,2,2,3,3,2,3
P008807,0.75,padrao_1,sedentário,46,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2
P005709,0.75,padrao_1,moderado,50,3,3,2,3,2,3,2,2,3,3,2,3,3,2,3,2,3,2,3,2
P004397,0.75,padrao_1,moderado,48,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2
P005741,0.75,padrao_1,ativo,52,3,2,4,3,2,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2
P000285,0.75,padrao_1,moderado,48,3,2,3,2,4,3,2,3,2,3,3,2,4,3,2,3,2,4,3,2
P008932,0.75,padrao_1,ativo,51,3,3,2,2,4,3,4,2,3,4,3,2,4,3,2,3,4,2,3,4
P008721,0.75,padrao_1,moderado,51,3,2,3,3,4,2,3,3,2,3,2,3,4,3,2,4,3,2,3,4
P009624,0.75,padrao_1,moderado,50,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004306,0.75,padrao_1,moderado,46,3,3,2,2,3,2,2,3,1,2,3,2,3,2,1,3,2,3,2,3
